Top_Material,61 Setup,61 Machine,61 Labour,62 Setup,62 Machine,62 Labour,65 Setup,65 Machine,65 Labour,67 Setup,67 Machine,67 Labour,68 Setup,68 Machine,68 Labour,69 Setup,69 Machine,69 Labour,70 Setup,70 Machine,70 Labour,71 Setup,71 Machine,71 Labour,81 Setup,81 Machine,81 Labour,82 Setup,82 Machine,82 Labour,83 Setup,83 Machine,83 Labour,101 Setup,101 Machine,101 Labour,105 Setup,105 Machine,105 Labour,1107 Setup,1107 Machine,1107 Labour,127 Setup,127 Machine,127 Labour,131 Setup,131 Machine,131 Labour,200 Setup,200 Machine,200 Labour,201 Setup,201 Machine,201 Labour,202 Setup,202 Machine,202 Labour,206 Setup,206 Machine,206 Labour,209 Setup,209 Machine,209 Labour,210 Setup,210 Machine,210 Labour,211 Setup,211 Machine,211 Labour,213 Setup,213 Machine,213 Labour,217 Setup,217 Machine,217 Labour,220 Setup,220 Machine,220 Labour,231 Setup,231 Machine,231 Labour,234 Setup,234 Machine,234 Labour,251 Setup,251 Machine,251 Labour,252 Setup,252 Machine,252 Labour,302 Setup,302 Machine,302 Labour,303 Setup,303 Machine,303 Labour,304 Setup,304 Machine,304 Labour,305 Setup,305 Machine,305 Labour,310 Setup,310 Machine,310 Labour,316 Setup,316 Machine,316 Labour,317 Setup,317 Machine,317 Labour,319 Setup,319 Machine,319 Labour,320 Setup,320 Machine,320 Labour,321 Setup,321 Machine,321 Labour,322 Setup,322 Machine,322 Labour,323 Setup,323 Machine,323 Labour,324 Setup,324 Machine,324 Labour,326 Setup,326 Machine,326 Labour,336 Setup,336 Machine,336 Labour,337 Setup,337 Machine,337 Labour,386 Setup,386 Machine,386 Labour,387 Setup,387 Machine,387 Labour,388 Setup,388 Machine,388 Labour,389 Setup,389 Machine,389 Labour,470 Setup,470 Machine,470 Labour,500 Setup,500 Machine,500 Labour,635 Setup,635 Machine,635 Labour,638 Setup,638 Machine,638 Labour,640 Setup,640 Machine,640 Labour,646 Setup,646 Machine,646 Labour,648 Setup,648 Machine,648 Labour,681 Setup,681 Machine,681 Labour,850 Setup,850 Machine,850 Labour,920 Setup,920 Machine,920 Labour,921 Setup,921 Machine,921 Labour
241704,,,,,,,,,,,,,,79.992,79.992,,,,,4.4990000000000006,4.4990000000000006,,,,,,,,,,,,,80.0,3.8,3.8,,,,,,,,,,,,,120.0,1.704,1.704,,,,120.0,9.35,9.35,,,,60.0,15.3,15.3,247.2,10.816,10.816,690.0,31.004,31.004,,,,,,,,,,,,,180.0,3.84,3.84,255.0,18.849,18.849,,43.16410714285714,38.55357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,22.372,22.372,,,,18.0,0.375,0.75,,,,,,,,,,,,,,,,,,,30.0,0.37,0.37,,,,,,,141.6,39.68,39.68,,,,48.0,3.984,3.984,150.0,29.0,29.0,150.0,12.41,12.41,,,,350.0,6.395595238095238,6.395595238095238,,,,,,
241705,,,,,,,,,,,,,,95.832,95.832,,,,,5.247999999999999,5.247999999999999,,,,,,,,,,,,,80.0,4.5,4.5,,,,,,,,,,,,,120.0,2.13,2.13,,,,120.0,11.05,11.05,,,,60.0,18.7,18.7,247.2,12.004,12.004,690.0,37.404,37.404,,,,,,,,,,,,,180.0,4.56,4.56,255.0,19.951,19.951,,52.89667857142857,48.83928571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,27.67,27.67,,,,18.0,0.375,0.75,,,,,,,,,,,,,,,,,,,30.0,0.37,0.37,,,,,,,141.6,47.004,47.004,,,,48.0,4.98,4.98,150.0,35.0,35.0,150.0,12.41,12.41,,,,350.0,7.459880952380952,7.459880952380952,,,,,,
241706,,,,,,,,,,,,,,64.944,64.944,,,,,3.832,3.832,,,,,,,,,,,,,80.0,3.1,3.1,,,,,,,,,,,,,120.0,1.278,1.278,,,,120.0,7.65,7.65,,,,60.0,11.9,11.9,247.2,9.628,9.628,690.0,24.604000000000003,24.604000000000003,,,,,,,,,,,,,180.0,3.12,3.12,255.0,17.747,17.747,,33.431535714285715,28.267857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,17.074,17.074,,,,18.0,0.375,0.75,,,,,,,,,,,,,,,,,,,30.0,0.37,0.37,,,,,,,141.6,32.356,32.356,,,,48.0,2.988,2.988,150.0,23.0,23.0,150.0,12.41,12.41,,,,350.0,5.331309523809524,5.331309523809524,,,,,,
241707,,,,,,,,,,,,,,79.992,79.992,,,,,4.4990000000000006,4.4990000000000006,,,,,,,,,,,,,80.0,3.8,3.8,,,,,,,,,,,,,120.0,1.704,1.704,,,,120.0,9.35,9.35,,,,60.0,15.3,15.3,247.2,10.816,10.816,690.0,31.004,31.004,,,,,,,,,,,,,180.0,3.84,3.84,255.0,18.849,18.849,,43.16410714285714,38.55357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,22.372,22.372,,,,18.0,0.375,0.75,,,,,,,,,,,,,,,,,,,30.0,0.37,0.37,,,,,,,141.6,39.68,39.68,,,,48.0,3.984,3.984,150.0,29.0,29.0,150.0,12.41,12.41,,,,350.0,6.395595238095238,6.395595238095238,,,,,,
241708,,,,,,,,,,,,,,95.832,95.832,,,,,5.247999999999999,5.247999999999999,,,,,,,,,,,,,80.0,4.5,4.5,,,,,,,,,,,,,120.0,2.13,2.13,,,,120.0,11.05,11.05,,,,60.0,18.7,18.7,247.2,12.004,12.004,690.0,37.404,37.404,,,,,,,,,,,,,180.0,4.56,4.56,255.0,19.951,19.951,,52.89667857142857,48.83928571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,27.67,27.67,,,,18.0,0.375,0.75,,,,,,,,,,,,,,,,,,,30.0,0.37,0.37,,,,,,,141.6,47.004,47.004,,,,48.0,4.98,4.98,150.0,35.0,35.0,150.0,12.41,12.41,,,,350.0,7.459880952380952,7.459880952380952,,,,,,
241711,,,,,,,,,,54.0,214.41,214.41,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,420.0,15.966,15.966,,,,,,,,,,,,,980.4,116.64,133.64,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,29.794768217893218,29.794768217893218,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241712,,,,,,,,,,54.0,217.849,217.849,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,480.0,18.78,18.78,,,,,,,,,,,,,980.4,118.34,135.34,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.746768217893216,30.746768217893216,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241713,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,420.0,15.966,15.966,,,,,,,,,,,,,980.4,120.04,137.04,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,31.698768217893218,31.698768217893218,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241714,,,,,,,,,,54.0,237.34,237.34,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,480.0,18.78,18.78,,,,,,,,,,,,,980.4,121.74,138.74,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,32.650768217893216,32.650768217893216,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241715,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,420.0,15.966,15.966,,,,,,,,,,,,,980.4,123.44,140.44,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,33.602768217893214,33.602768217893214,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,13.0,13.0,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241716,,,,,,,,,,72.0,299.256,299.256,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,25.578003246753248,25.578003246753248,,,,,,,,,,,,,540.0,20.79,20.79,,,,,,,,,,,,,1030.4,132.79,149.79,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,37.05957774170274,37.05957774170274,,72.17946641414142,16.37056277056277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,12.53498015873016,12.53498015873016,,,,,,
241717,,,,,,,,,,72.0,302.695,302.695,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,25.578003246753248,25.578003246753248,,,,,,,,,,,,,600.0,23.604,23.604,,,,,,,,,,,,,1030.4,134.49,151.49,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,38.01157774170274,38.01157774170274,,72.17946641414142,16.37056277056277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,12.53498015873016,12.53498015873016,,,,,,
241718,,,,,,,,,,54.0,214.41,214.41,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,480.0,18.78,18.78,,,,,,,,,,,,,980.4,116.64,133.64,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,29.794768217893218,29.794768217893218,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,7.4,7.4,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241719,,,,,,,,,,54.0,217.849,217.849,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,540.0,21.594,21.594,,,,,,,,,,,,,980.4,118.34,135.34,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.746768217893216,30.746768217893216,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241720,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,480.0,18.78,18.78,,,,,,,,,,,,,980.4,120.04,137.04,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,31.698768217893218,31.698768217893218,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241721,,,,,,,,,,54.0,237.34,237.34,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,540.0,21.594,21.594,,,,,,,,,,,,,980.4,121.74,138.74,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,32.650768217893216,32.650768217893216,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241722,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,23.42086038961039,23.42086038961039,,,,,,,,,,,,,480.0,18.78,18.78,,,,,,,,,,,,,980.4,123.44,140.44,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,33.602768217893214,33.602768217893214,,71.4056568903319,16.132467532467533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.261170634920637,12.261170634920637,,,,,,
241723,,,,,,,,,,72.0,299.256,299.256,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,25.578003246753248,25.578003246753248,,,,,,,,,,,,,600.0,23.604,23.604,,,,,,,,,,,,,1030.4,132.79,149.79,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,37.05957774170274,37.05957774170274,,72.17946641414142,16.37056277056277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,625.0,12.53498015873016,12.53498015873016,,,,,,
241724,,,,,,,,,,72.0,302.695,302.695,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,25.578003246753248,25.578003246753248,,,,,,,,,,,,,660.0,26.418,26.418,,,,,,,,,,,,,1030.4,134.49,151.49,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,38.01157774170274,38.01157774170274,,72.17946641414142,16.37056277056277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.125,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,12.53498015873016,12.53498015873016,,,,,,
241725,,,,,,,,,,54.0,214.41,214.41,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,24.36461038961039,24.36461038961039,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,119.688,136.688,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,29.794768217893218,29.794768217893218,,71.68422831890332,16.18008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,12.398670634920634,12.398670634920634,,,,,,
241726,,,,,,,,,,54.0,217.849,217.849,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,24.36461038961039,24.36461038961039,,,,,,,,,,,,,540.0,22.092,22.092,,,,,,,,,,,,,980.4,121.388,138.388,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.746768217893216,30.746768217893216,,71.68422831890332,16.18008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,12.398670634920634,12.398670634920634,,,,,,
241727,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,24.36461038961039,24.36461038961039,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,123.088,140.088,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,31.698768217893218,31.698768217893218,,71.68422831890332,16.18008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.398670634920634,12.398670634920634,,,,,,
241728,,,,,,,,,,54.0,237.34,237.34,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,24.36461038961039,24.36461038961039,,,,,,,,,,,,,540.0,22.092,22.092,,,,,,,,,,,,,980.4,124.788,141.78799999999998,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,32.650768217893216,32.650768217893216,,71.68422831890332,16.18008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.398670634920634,12.398670634920634,,,,,,
241729,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,545.0,24.36461038961039,24.36461038961039,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,126.488,143.488,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,33.602768217893214,33.602768217893214,,71.68422831890332,16.18008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,14.4,14.4,,,,,,,,,,,,,,,,600.0,12.398670634920634,12.398670634920634,,,,,,
241730,,,,,,,,,,72.0,299.256,299.256,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,26.52175324675325,26.52175324675325,,,,,,,,,,,,,600.0,24.102,24.102,,,,,,,,,,,,,1030.4,135.838,152.838,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,37.05957774170274,37.05957774170274,,72.45803784271284,16.418181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,12.672480158730158,12.672480158730158,,,,,,
241731,,,,,,,,,,72.0,302.695,302.695,,125.022,125.022,,,,,0.5,0.5,78.0,12.474,12.474,,,,,,,,,,600.0,26.52175324675325,26.52175324675325,,,,,,,,,,,,,660.0,26.916,26.916,,,,,,,,,,,,,1030.4,137.53799999999998,154.53799999999998,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,38.01157774170274,38.01157774170274,,72.45803784271284,16.418181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,12.672480158730158,12.672480158730158,,,,,,
241732,,,,,,,,,,54.0,214.41,214.41,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,119.688,136.688,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.002652056277054,30.002652056277054,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241733,,,,,,,,,,54.0,217.849,217.849,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,540.0,22.092,22.092,,,,,,,,,,,,,980.4,121.388,138.388,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.95465205627705,30.95465205627705,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241734,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,123.088,140.088,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,31.906652056277053,31.906652056277053,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241735,,,,,,,,,,54.0,237.34,237.34,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,540.0,22.092,22.092,,,,,,,,,,,,,980.4,124.788,141.78799999999998,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,32.85865205627705,32.85865205627705,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241736,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,480.0,19.278,19.278,,,,,,,,,,,,,980.4,126.488,143.488,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,33.81065205627706,33.81065205627706,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,16.5,16.5,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241737,,,,,,,,,,72.0,299.256,299.256,,125.022,125.022,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,600.0,26.517207792207792,26.517207792207792,,,,,,,,,,,,,600.0,24.102,24.102,,,,,,,,,,,,,1030.4,135.838,152.838,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,37.267461580086575,37.267461580086575,,66.01873228715729,16.51540404040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,11.346785714285714,11.346785714285714,,,,,,
241738,,,,,,,,,,72.0,302.695,302.695,,125.022,125.022,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,600.0,26.517207792207792,26.517207792207792,,,,,,,,,,,,,660.0,26.916,26.916,,,,,,,,,,,,,1030.4,137.53799999999998,154.53799999999998,60.0,1.596,1.596,,,,,,,,,,,,,,,,480.0,38.21946158008658,38.21946158008658,,66.01873228715729,16.51540404040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,17.9,17.9,,,,,,,,,,,,,,,,625.0,11.346785714285714,11.346785714285714,,,,,,
241739,,,,,,,,,,54.0,318.747,318.747,,125.022,125.022,,,,,0.75,0.75,78.0,15.54,15.54,,,,,,,,,,545.0,33.399025974025975,33.399025974025975,,,,,,,,,,,,,480.0,24.102,24.102,,,,,,,,,,,,,980.4,174.088,197.888,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,47.12815602453102,47.12815602453102,,92.24602572150071,22.52323232323232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,27.4,27.4,,,,,,,,,,,,,,,,600.0,15.548035714285714,15.548035714285714,,,,,,
241740,,,,,,,,,,54.0,214.41,214.41,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,420.0,19.278,19.278,,,,,,,,,,,,,980.4,119.688,136.688,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.002652056277054,30.002652056277054,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,7.4,7.4,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241741,,,,,,,,,,54.0,217.849,217.849,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,480.0,22.092,22.092,,,,,,,,,,,,,980.4,121.388,138.388,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,30.95465205627705,30.95465205627705,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,10.9,10.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241742,,,,,,,,,,54.0,233.901,233.901,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,420.0,19.278,19.278,,,,,,,,,,,,,980.4,123.088,140.088,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,31.906652056277053,31.906652056277053,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,17.9,17.9,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
241743,,,,,,,,,,54.0,237.34,237.34,,83.348,83.348,,,,,0.5,0.5,78.0,11.907,11.907,,,,,,,,,,545.0,24.360064935064933,24.360064935064933,,,,,,,,,,,,,480.0,22.092,22.092,,,,,,,,,,,,,980.4,124.788,141.78799999999998,60.0,1.596,1.596,,,,,,,,,,,,,,,,420.0,32.85865205627705,32.85865205627705,,65.24492276334776,16.277308802308802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,21.4,21.4,,,,,,,,,,,,,,,,600.0,11.07297619047619,11.07297619047619,,,,,,
